doesHaveLinks,doesHaveSpammyWords,LengthOfText,NumberOfSymbols,class,
False,False,29,0,ham
False,False,43,2,ham
False,False,119,4,ham
False,False,256,19,ham
False,False,51,5,ham
False,False,21,3,ham
False,False,51,2,ham
False,False,85,4,ham
False,False,94,4,ham
False,False,22,1,ham
False,False,31,1,ham
False,False,24,2,ham
False,False,46,1,ham
False,False,65,7,ham
False,False,32,2,ham
False,False,120,6,ham
False,False,36,3,ham
False,False,71,7,ham
False,False,70,0,ham
True,False,149,6,spam
False,False,166,6,ham
False,False,32,2,ham
False,False,41,2,ham
False,True,153,3,spam
False,False,98,1,ham
False,False,446,17,ham
True,False,150,17,spam
False,False,47,1,ham
False,False,57,0,ham
False,False,154,8,ham
False,False,33,1,ham
False,False,47,1,ham
False,False,27,4,ham
True,False,159,4,spam
False,False,91,2,ham
False,False,39,3,ham
False,True,156,8,spam
False,False,53,2,ham
False,False,88,11,ham
False,False,28,1,ham
False,False,43,1,ham
False,False,44,1,ham
False,False,32,7,ham
False,False,71,3,ham
False,False,30,1,ham
False,False,154,4,ham
False,False,107,13,ham
False,False,101,3,ham
False,False,31,1,ham
False,False,49,1,ham
False,False,281,30,ham
False,False,37,1,ham
False,False,70,5,ham
False,False,114,9,ham
False,False,116,7,ham
False,False,47,3,ham
False,False,27,2,ham
False,False,87,1,ham
False,False,164,14,spam
False,False,88,7,ham
False,False,228,6,ham
False,False,102,2,ham
True,True,162,7,spam
False,False,133,3,ham
False,False,88,0,ham
False,False,36,4,ham
False,False,77,11,ham
False,False,104,4,ham
True,True,156,5,spam
False,False,87,7,ham
False,False,28,2,ham
False,False,130,8,ham
False,False,79,3,ham
False,False,184,6,ham
False,False,53,1,ham
False,False,31,6,ham
False,False,85,2,ham
False,False,77,3,ham
False,False,23,3,ham
False,False,76,2,ham
False,False,28,0,ham
False,False,30,4,ham
False,False,75,3,ham
False,False,36,3,ham
False,False,23,0,ham
False,False,160,9,spam
False,False,33,2,ham
False,False,99,4,ham
False,False,24,0,ham
False,False,67,2,ham
False,False,24,2,ham
False,False,85,4,ham
False,False,28,2,ham
False,False,46,3,ham
False,False,4,1,ham
False,False,55,2,ham
False,False,93,6,ham
False,False,70,3,ham
False,False,86,4,ham
True,False,119,5,spam
False,False,101,4,ham
False,False,157,12,ham
False,False,49,5,ham
False,False,25,2,ham
False,False,35,1,ham
False,False,48,3,ham
False,False,43,0,ham
False,False,27,0,ham
False,False,18,1,ham
False,False,4,0,ham
True,False,142,6,spam
False,False,156,2,ham
False,False,22,2,ham
False,False,69,9,ham
False,False,37,3,ham
False,False,39,6,ham
False,False,134,3,ham
False,False,150,3,ham
False,False,85,3,ham
False,False,116,5,ham
False,False,42,2,ham
False,True,151,7,spam
False,False,164,14,spam
False,False,40,1,ham
False,False,23,2,ham
False,False,61,4,ham
True,False,160,3,spam
False,False,43,5,ham
False,False,109,14,ham
False,False,30,2,ham
False,False,329,6,ham
False,False,91,1,ham
False,False,31,1,ham
False,False,29,3,ham
False,False,22,1,ham
False,True,136,12,spam
False,False,40,3,ham
False,False,29,1,ham
False,False,38,1,ham
False,False,41,0,ham
False,False,51,1,ham
False,False,35,0,ham
False,False,89,6,ham
False,False,51,6,ham
False,False,40,1,ham
False,False,110,5,ham
False,False,141,2,ham
False,False,45,8,ham
False,False,71,3,ham
False,False,146,11,ham
False,False,35,1,ham
False,False,29,2,ham
False,False,143,3,ham
False,False,159,3,ham
False,False,48,2,ham
False,False,21,2,ham
False,False,98,2,ham
False,False,136,12,ham
False,False,155,1,ham
False,False,32,0,ham
False,False,43,3,ham
False,False,48,5,ham
False,False,25,0,ham
False,False,19,3,ham
False,False,133,18,ham
False,False,66,3,ham
False,False,58,4,ham
False,False,119,6,ham
False,False,53,10,ham
False,False,38,4,ham
False,False,45,2,ham
False,False,127,8,ham
False,False,99,4,ham
False,False,77,2,ham
False,False,55,0,ham
False,False,23,0,ham
False,False,21,6,ham
False,False,33,2,ham
False,False,46,9,ham
False,False,23,2,ham
False,False,82,1,ham
False,False,127,10,ham
False,False,74,2,ham
False,False,23,2,ham
False,False,65,2,ham
False,False,275,26,ham
False,False,26,2,ham
False,False,152,1,ham
False,False,45,2,ham
False,False,3,0,ham
True,True,145,9,spam
False,False,51,3,ham
False,False,45,1,ham
False,False,152,8,ham
False,False,42,4,ham
False,False,101,6,ham
False,False,29,1,ham
False,False,63,2,ham
False,False,168,15,ham
True,False,144,5,spam
False,False,109,9,ham
False,False,35,7,ham
False,False,38,4,ham
False,False,49,0,ham
False,False,31,1,ham
False,False,24,0,ham
True,True,156,9,spam
False,False,40,4,ham
False,False,113,25,ham
False,False,119,9,ham
False,False,50,3,ham
False,False,23,1,ham
False,False,47,5,ham
False,False,155,10,ham
False,False,38,0,ham
False,True,157,6,spam
False,False,51,1,ham
False,False,32,0,ham
False,False,125,5,ham
False,False,36,1,ham
False,False,55,3,ham
False,False,23,1,ham
False,False,35,0,ham
False,False,87,8,ham
False,False,71,6,ham
False,False,94,6,ham
False,False,97,2,ham
False,False,51,0,ham
False,False,23,1,ham
False,False,162,8,spam
False,False,82,4,ham
False,False,32,2,ham
False,False,146,8,ham
False,False,121,12,ham
False,False,40,1,ham
False,False,157,4,ham
False,False,27,2,ham
False,False,28,4,ham
False,False,97,3,ham
False,False,159,10,ham
False,False,28,1,ham
False,False,36,1,ham
False,False,64,7,ham
False,False,30,2,ham
False,False,26,3,ham
False,False,189,7,ham
False,False,160,13,ham
False,False,26,1,ham
False,False,29,1,ham
False,False,24,1,ham
False,False,29,2,ham
False,False,47,2,ham
False,False,72,1,ham
False,False,37,2,ham
False,False,125,9,ham
False,False,52,4,ham
False,False,192,17,ham
False,False,126,2,ham
False,False,39,7,ham
False,False,25,1,ham
False,False,35,4,ham
False,False,33,2,ham
False,False,38,1,ham
False,False,156,7,ham
False,False,77,3,ham
False,False,38,1,ham
False,False,17,2,ham
False,False,130,22,ham
False,False,133,5,ham
False,False,40,1,ham
False,False,11,4,ham
False,False,45,2,ham
False,False,67,10,ham
False,False,40,2,ham
False,False,84,11,ham
False,False,100,6,ham
False,False,145,20,ham
False,False,30,2,ham
False,False,2,0,ham
False,False,125,6,ham
False,False,133,15,ham
False,False,56,5,ham
False,False,42,3,ham
False,False,70,5,ham
False,False,50,2,ham
False,False,112,5,ham
False,False,106,4,ham
False,False,157,4,ham
False,False,135,4,ham
False,False,156,7,ham
False,False,46,5,ham
False,False,139,4,ham
False,False,38,2,ham
False,False,46,4,ham
False,False,44,2,ham
False,False,212,13,ham
False,False,51,1,ham
False,False,116,6,ham
False,False,90,3,ham
True,True,160,7,spam
False,False,80,0,ham
False,False,48,2,ham
False,False,42,3,ham
False,False,64,6,ham
False,False,88,3,ham
False,False,161,6,spam
False,False,147,1,ham
False,False,24,2,ham
False,False,101,9,ham
False,False,40,3,ham
False,False,36,5,ham
False,False,26,0,ham
False,False,23,1,ham
False,False,59,0,ham
False,False,104,5,ham
False,False,41,1,ham
False,False,50,1,ham
False,False,40,1,ham
False,False,29,1,ham
False,False,49,3,ham
False,False,45,1,ham
False,False,163,17,ham
False,False,86,0,ham
False,False,129,2,ham
False,False,40,6,ham
False,False,69,7,ham
False,False,28,1,ham
False,False,34,0,ham
False,False,162,12,spam
False,False,23,4,ham
False,False,39,2,ham
False,False,82,6,ham
False,False,36,3,ham
False,False,80,3,ham
False,False,81,0,ham
False,False,10,0,ham
False,False,90,2,ham
False,False,112,3,ham
False,False,40,2,ham
False,False,72,5,ham
False,False,82,8,ham
False,False,37,2,ham
False,False,40,3,ham
False,False,39,6,ham
False,False,22,2,ham
False,False,84,6,ham
False,False,40,3,ham
False,False,45,1,ham
False,False,106,3,ham
False,False,32,1,ham
False,False,97,5,ham
False,False,102,3,ham
False,False,34,1,ham
False,False,22,1,ham
False,False,51,1,ham
False,False,59,0,ham
False,False,33,4,ham
False,False,26,1,ham
False,False,28,1,ham
False,False,34,1,ham
False,False,44,4,ham
False,False,45,2,ham
False,False,90,2,ham
False,False,99,4,ham
False,False,163,13,spam
False,False,70,5,ham
False,False,68,2,ham
False,False,104,4,ham
False,False,37,0,ham
False,False,51,2,ham
False,False,70,3,ham
False,False,23,2,ham
False,False,251,4,ham
False,False,40,5,ham
False,False,38,1,ham
False,False,44,1,ham
False,False,101,3,ham
False,True,110,4,spam
False,False,27,0,ham
False,False,22,2,ham
False,False,120,8,ham
True,False,157,4,spam
False,False,51,2,ham
False,True,147,8,spam
False,False,17,1,ham
False,False,49,3,ham
False,False,89,2,ham
False,True,85,10,spam
True,True,156,5,spam
False,False,143,9,spam
False,False,7,1,ham
False,False,26,1,ham
False,False,3,0,ham
False,False,79,3,ham
False,False,35,2,ham
False,False,122,7,ham
False,False,54,3,ham
False,False,74,5,ham
False,False,50,7,ham
False,False,25,7,ham
False,False,61,2,ham
False,False,35,3,ham
False,False,31,0,ham
True,False,149,1,spam
False,False,79,6,ham
False,False,169,12,ham
False,False,135,4,ham
False,False,33,0,ham
True,True,145,8,spam
False,False,23,1,ham
False,False,43,4,ham
False,False,23,1,ham
False,False,65,3,ham
True,False,161,7,spam
False,False,65,3,ham
False,False,155,7,ham
False,False,118,13,ham
False,False,58,3,ham
False,True,158,10,spam
False,False,34,4,ham
False,False,45,2,ham
False,False,155,7,ham
False,False,148,9,spam
False,False,36,0,ham
False,False,82,2,ham
False,False,40,7,ham
False,False,127,4,ham
False,False,149,12,ham
False,False,38,3,ham
False,False,58,2,ham
False,False,61,1,ham
False,False,24,0,ham
False,False,39,2,ham
False,False,25,2,ham
False,False,69,12,ham
False,False,33,9,ham
False,False,245,5,ham
False,False,139,15,ham
False,False,166,10,ham
False,False,122,4,ham
False,False,56,1,ham
False,False,32,1,ham
False,False,35,2,ham
False,False,35,4,ham
False,False,23,1,ham
False,False,153,10,ham
False,False,103,0,ham
False,False,134,9,spam
False,False,68,3,ham
False,False,49,1,ham
False,False,25,1,ham
False,False,64,2,ham
False,False,60,3,ham
False,False,40,0,ham
False,False,113,3,ham
False,False,28,0,ham
False,False,329,6,ham
False,False,54,3,ham
True,False,90,3,ham
False,False,158,3,ham
False,False,26,2,ham
True,False,160,7,spam
False,False,21,4,ham
False,False,40,0,ham
False,False,38,1,ham
False,False,154,8,ham
False,False,45,0,ham
False,False,42,2,ham
True,False,160,8,spam
False,False,34,2,ham
False,False,87,7,ham
False,False,43,2,ham
False,False,51,2,ham
False,False,91,1,ham
False,False,27,2,ham
False,False,98,1,ham
False,False,153,5,ham
False,False,63,6,ham
False,False,273,18,ham
False,False,22,2,ham
False,False,66,6,ham
False,False,33,2,ham
False,False,70,3,ham
False,False,96,9,ham
False,False,19,1,ham
False,False,67,3,ham
False,False,12,3,ham
False,False,147,3,ham
True,False,161,9,spam
False,False,37,2,ham
False,False,57,7,ham
False,False,125,1,ham
False,False,26,1,ham
